MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2021-12-01,14:14:59,2,,,,,,,0,200044286,15
2021-12-01,14:29:59,2,,,,,,,0,200044286,15
2021-12-01,14:44:59,2,,,,,,,0,200044286,15
2021-12-01,14:59:59,2,,,,,,,0,200044286,15
2021-12-01,15:14:59,2,,,,,,,0,200044286,15
2021-12-01,15:29:59,2,,,,,,,0,200044286,15
2021-12-01,15:44:59,2,,,,,,,0,200044286,15
2021-12-01,15:59:59,2,,,,,,,0,200044286,15
2021-12-01,16:14:59,2,,,,,,,0,200044286,15
2021-12-01,16:29:59,2,,,,,,,0,200044286,15
2021-12-01,16:44:59,2,,,,,,,0,200044286,15
2021-12-01,16:59:59,2,,,,,,,0,200044286,15
2021-12-01,17:14:59,2,,,,,,,0,200044286,15
2021-12-01,17:29:59,2,,,,,,,0,200044286,15
2021-12-01,17:44:59,2,,,,,,,0,200044286,15
2021-12-01,17:59:59,2,,,,,,,0,200044286,15
2021-12-01,18:14:59,2,,,,,,,0,200044286,15
2021-12-01,18:29:59,2,,,,,,,0,200044286,15
2021-12-01,18:44:59,2,,,,,,,0,200044286,15
2021-12-01,18:59:59,2,,,,,,,0,200044286,15
2021-12-01,19:14:59,2,,,,,,,0,200044286,15
2021-12-01,19:29:59,2,,,,,,,0,200044286,15
2021-12-01,19:44:59,2,,,,,,,0,200044286,15
2021-12-01,19:59:59,2,,,,,,,0,200044286,15
2021-12-01,20:14:59,2,,,,,,,0,200044286,15
2021-12-01,20:29:59,2,,,,,,,0,200044286,15
2021-12-01,20:44:59,2,,,,,,,0,200044286,15
2021-12-01,20:59:59,2,,,,,,,0,200044286,15
2021-12-01,21:14:59,2,,,,,,,0,200044286,15
2021-12-01,21:29:59,2,,,,,,,0,200044286,15
2021-12-01,21:44:59,2,,,,,,,0,200044286,15
2021-12-01,21:59:59,2,,,,,,,0,200044286,15
2021-12-01,22:14:59,2,,,,,,,0,200044286,15
2021-12-01,22:29:59,2,,,,,,,0,200044286,15
2021-12-01,22:44:59,2,,,,,,,0,200044286,15
2021-12-01,22:59:59,2,,,,,,,0,200044286,15
2021-12-01,23:14:59,2,,,,,,,0,200044286,15
2021-12-01,23:29:59,2,,,,,,,0,200044286,15
2021-12-01,23:44:59,2,,,,,,,0,200044286,15
2021-12-01,23:59:59,2,,,,,,,0,200044286,15
2021-12-02,00:14:59,3,,,,,,,0,200044286,15
2021-12-02,00:29:59,3,,,,,,,0,200044286,15
2021-12-02,00:44:59,3,,,,,,,0,200044286,15
2021-12-02,00:59:59,3,,,,,,,0,200044286,15
2021-12-02,01:14:59,3,,,,,,,0,200044286,15
2021-12-02,01:29:59,3,,,,,,,0,200044286,15
2021-12-02,01:44:59,3,,,,,,,0,200044286,15
2021-12-02,01:59:59,3,,,,,,,0,200044286,15
2021-12-02,02:14:59,3,,,,,,,0,200044286,15
2021-12-02,02:29:59,3,,,,,,,0,200044286,15
2021-12-02,02:44:59,3,,,,,,,0,200044286,15
2021-12-02,02:59:59,3,,,,,,,0,200044286,15
2021-12-02,03:14:59,3,,,,,,,0,200044286,15
2021-12-02,03:29:59,3,,,,,,,0,200044286,15
2021-12-02,03:44:59,3,,,,,,,0,200044286,15
2021-12-02,03:59:59,3,,,,,,,0,200044286,15
2021-12-02,04:14:59,3,,,,,,,0,200044286,15
2021-12-02,04:29:59,3,,,,,,,0,200044286,15
2021-12-02,04:44:59,3,,,,,,,0,200044286,15
2021-12-02,04:59:59,3,,,,,,,0,200044286,15
2021-12-02,05:14:59,3,,,,,,,0,200044286,15
2021-12-02,05:29:59,3,,,,,,,0,200044286,15
2021-12-02,05:44:59,3,,,,,,,0,200044286,15
2021-12-02,05:59:59,3,,,,,,,0,200044286,15
2021-12-02,06:14:59,3,,,,,,,0,200044286,15
2021-12-02,06:29:59,3,,,,,,,0,200044286,15
2021-12-02,06:44:59,3,,,,,,,0,200044286,15
2021-12-02,06:59:59,3,,,,,,,0,200044286,15
2021-12-02,07:14:59,3,,,,,,,0,200044286,15
2021-12-02,07:29:59,3,,,,,,,0,200044286,15
2021-12-02,07:44:59,3,,,,,,,0,200044286,15
2021-12-02,07:59:59,3,,,,,,,0,200044286,15
2021-12-02,08:14:59,3,,,,,,,0,200044286,15
2021-12-02,08:29:59,3,,,,,,,0,200044286,15
2021-12-02,08:44:59,3,,,,,,,0,200044286,15
2021-12-02,08:59:59,3,,,,,,,0,200044286,15
2021-12-02,09:14:59,3,,,,,,,0,200044286,15
2021-12-02,09:29:59,3,,,,,,,0,200044286,15
2021-12-02,09:44:59,3,,,,,,,0,200044286,15
2021-12-02,09:59:59,3,,,,,,,0,200044286,15
2021-12-02,10:14:59,3,,,,,,,0,200044286,15
2021-12-02,10:29:59,3,,,,,,,0,200044286,15
2021-12-02,10:44:59,3,,,,,,,0,200044286,15
2021-12-02,10:59:59,3,,,,,,,0,200044286,15
2021-12-02,11:14:59,3,,,,,,,0,200044286,15
2021-12-02,11:29:59,3,,,,,,,0,200044286,15
2021-12-02,11:44:59,3,,,,,,,0,200044286,15
2021-12-02,11:59:59,3,,,,,,,0,200044286,15
2021-12-02,12:14:59,3,,,,,,,0,200044286,15
2021-12-02,12:29:59,3,,,,,,,0,200044286,15
2021-12-02,12:44:59,3,,,,,,,0,200044286,15
2021-12-02,12:59:59,3,,,,,,,0,200044286,15
2021-12-02,13:14:59,3,,,,,,,0,200044286,15
2021-12-02,13:29:59,3,,,,,,,0,200044286,15
2021-12-02,13:44:59,3,,,,,,,0,200044286,15
2021-12-02,13:59:59,3,,,,,,,0,200044286,15
2021-12-02,14:14:59,3,,,,,,,0,200044286,15
2021-12-02,14:29:59,3,,,,,,,0,200044286,15
2021-12-02,14:44:59,3,,,,,,,0,200044286,15
2021-12-02,14:59:59,3,,,,,,,0,200044286,15
2021-12-02,15:14:59,3,,,,,,,0,200044286,15
2021-12-02,15:29:59,3,,,,,,,0,200044286,15
2021-12-02,15:44:59,3,,,,,,,0,200044286,15
2021-12-02,15:59:59,3,,,,,,,0,200044286,15
2021-12-02,16:14:59,3,,,,,,,0,200044286,15
2021-12-02,16:29:59,3,,,,,,,0,200044286,15
2021-12-02,16:44:59,3,,,,,,,0,200044286,15
2021-12-02,16:59:59,3,,,,,,,0,200044286,15
2021-12-02,17:14:59,3,,,,,,,0,200044286,15
2021-12-02,17:29:59,3,,,,,,,0,200044286,15
2021-12-02,17:44:59,3,,,,,,,0,200044286,15
2021-12-02,17:59:59,3,,,,,,,0,200044286,15
2021-12-02,18:14:59,3,,,,,,,0,200044286,15
2021-12-02,18:29:59,3,,,,,,,0,200044286,15
2021-12-02,18:44:59,3,,,,,,,0,200044286,15
2021-12-02,18:59:59,3,,,,,,,0,200044286,15
2021-12-02,19:14:59,3,,,,,,,0,200044286,15
2021-12-02,19:29:59,3,,,,,,,0,200044286,15
2021-12-02,19:44:59,3,,,,,,,0,200044286,15
2021-12-02,19:59:59,3,,,,,,,0,200044286,15
2021-12-02,20:14:59,3,,,,,,,0,200044286,15
2021-12-02,20:29:59,3,,,,,,,0,200044286,15
2021-12-02,20:44:59,3,,,,,,,0,200044286,15
2021-12-02,20:59:59,3,,,,,,,0,200044286,15
2021-12-02,21:14:59,3,,,,,,,0,200044286,15
2021-12-02,21:29:59,3,,,,,,,0,200044286,15
2021-12-02,21:44:59,3,,,,,,,0,200044286,15
2021-12-02,21:59:59,3,,,,,,,0,200044286,15
2021-12-02,22:14:59,3,,,,,,,0,200044286,15
2021-12-02,22:29:59,3,,,,,,,0,200044286,15
2021-12-02,22:44:59,3,,,,,,,0,200044286,15
2021-12-02,22:59:59,3,,,,,,,0,200044286,15
2021-12-02,23:14:59,3,,,,,,,0,200044286,15
2021-12-02,23:29:59,3,,,,,,,0,200044286,15
2021-12-02,23:44:59,3,,,,,,,0,200044286,15
2021-12-02,23:59:59,3,,,,,,,0,200044286,15
2021-12-03,00:14:59,4,,,,,,,0,200044286,15
2021-12-03,00:29:59,4,,,,,,,0,200044286,15
2021-12-03,00:44:59,4,,,,,,,0,200044286,15
2021-12-03,00:59:59,4,,,,,,,0,200044286,15
2021-12-03,01:14:59,4,,,,,,,0,200044286,15
2021-12-03,01:29:59,4,,,,,,,0,200044286,15
2021-12-03,01:44:59,4,,,,,,,0,200044286,15
2021-12-03,01:59:59,4,,,,,,,0,200044286,15
2021-12-03,02:14:59,4,,,,,,,0,200044286,15
2021-12-03,02:29:59,4,,,,,,,0,200044286,15
2021-12-03,02:44:59,4,,,,,,,0,200044286,15
2021-12-03,02:59:59,4,,,,,,,0,200044286,15
2021-12-03,03:14:59,4,,,,,,,0,200044286,15
2021-12-03,03:29:59,4,,,,,,,0,200044286,15
2021-12-03,03:44:59,4,,,,,,,0,200044286,15
2021-12-03,03:59:59,4,,,,,,,0,200044286,15
2021-12-03,04:14:59,4,,,,,,,0,200044286,15
2021-12-03,04:29:59,4,,,,,,,0,200044286,15
2021-12-03,04:44:59,4,,,,,,,0,200044286,15
2021-12-03,04:59:59,4,,,,,,,0,200044286,15
2021-12-03,05:14:59,4,,,,,,,0,200044286,15
2021-12-03,05:29:59,4,,,,,,,0,200044286,15
2021-12-03,05:44:59,4,,,,,,,0,200044286,15
2021-12-03,05:59:59,4,,,,,,,0,200044286,15
2021-12-03,06:14:59,4,,,,,,,0,200044286,15
2021-12-03,06:29:59,4,,,,,,,0,200044286,15
2021-12-03,06:44:59,4,,,,,,,0,200044286,15
2021-12-03,06:59:59,4,,,,,,,0,200044286,15
2021-12-03,07:14:59,4,,,,,,,0,200044286,15
2021-12-03,07:29:59,4,,,,,,,0,200044286,15
2021-12-03,07:44:59,4,,,,,,,0,200044286,15
2021-12-03,07:59:59,4,,,,,,,0,200044286,15
2021-12-03,08:14:59,4,,,,,,,0,200044286,15
2021-12-03,08:29:59,4,,,,,,,0,200044286,15
2021-12-03,08:44:59,4,,,,,,,0,200044286,15
2021-12-03,08:59:59,4,,,,,,,0,200044286,15
2021-12-03,09:14:59,4,,,,,,,0,200044286,15
2021-12-03,09:29:59,4,,,,,,,0,200044286,15
2021-12-03,09:44:59,4,,,,,,,0,200044286,15
2021-12-03,09:59:59,4,,,,,,,0,200044286,15
2021-12-03,10:14:59,4,,,,,,,0,200044286,15
2021-12-03,10:29:59,4,,,,,,,0,200044286,15
2021-12-03,10:44:59,4,,,,,,,0,200044286,15
2021-12-03,10:59:59,4,,,,,,,0,200044286,15
2021-12-03,11:14:59,4,,,,,,,0,200044286,15
2021-12-03,11:29:59,4,,,,,,,0,200044286,15
2021-12-03,11:44:59,4,,,,,,,0,200044286,15
2021-12-03,11:59:59,4,,,,,,,0,200044286,15
2021-12-03,12:14:59,4,,,,,,,0,200044286,15
2021-12-03,12:29:59,4,,,,,,,0,200044286,15
2021-12-03,12:44:59,4,,,,,,,0,200044286,15
2021-12-03,12:59:59,4,,,,,,,0,200044286,15
2021-12-03,13:14:59,4,,,,,,,0,200044286,15
2021-12-03,13:29:59,4,,,,,,,0,200044286,15
2021-12-03,13:44:59,4,,,,,,,0,200044286,15
2021-12-03,13:59:59,4,,,,,,,0,200044286,15
2021-12-03,14:14:59,4,,,,,,,0,200044286,15
2021-12-03,14:29:59,4,,,,,,,0,200044286,15
2021-12-03,14:44:59,4,,,,,,,0,200044286,15
2021-12-03,14:59:59,4,,,,,,,0,200044286,15
2021-12-03,15:14:59,4,,,,,,,0,200044286,15
2021-12-03,15:29:59,4,,,,,,,0,200044286,15
2021-12-03,15:44:59,4,,,,,,,0,200044286,15
2021-12-03,15:59:59,4,,,,,,,0,200044286,15
2021-12-03,16:14:59,4,,,,,,,0,200044286,15
2021-12-03,16:29:59,4,,,,,,,0,200044286,15
2021-12-03,16:44:59,4,,,,,,,0,200044286,15
2021-12-03,16:59:59,4,,,,,,,0,200044286,15
2021-12-03,17:14:59,4,,,,,,,0,200044286,15
2021-12-03,17:29:59,4,,,,,,,0,200044286,15
2021-12-03,17:44:59,4,,,,,,,0,200044286,15
2021-12-03,17:59:59,4,,,,,,,0,200044286,15
2021-12-03,18:14:59,4,,,,,,,0,200044286,15
2021-12-03,18:29:59,4,,,,,,,0,200044286,15
2021-12-03,18:44:59,4,,,,,,,0,200044286,15
2021-12-03,18:59:59,4,,,,,,,0,200044286,15
2021-12-03,19:14:59,4,,,,,,,0,200044286,15
2021-12-03,19:29:59,4,,,,,,,0,200044286,15
2021-12-03,19:44:59,4,,,,,,,0,200044286,15
2021-12-03,19:59:59,4,,,,,,,0,200044286,15
2021-12-03,20:14:59,4,,,,,,,0,200044286,15
2021-12-03,20:29:59,4,,,,,,,0,200044286,15
2021-12-03,20:44:59,4,,,,,,,0,200044286,15
2021-12-03,20:59:59,4,,,,,,,0,200044286,15
2021-12-03,21:14:59,4,,,,,,,0,200044286,15
2021-12-03,21:29:59,4,,,,,,,0,200044286,15
2021-12-03,21:44:59,4,,,,,,,0,200044286,15
2021-12-03,21:59:59,4,,,,,,,0,200044286,15
2021-12-03,22:14:59,4,,,,,,,0,200044286,15
2021-12-03,22:29:59,4,,,,,,,0,200044286,15
2021-12-03,22:44:59,4,,,,,,,0,200044286,15
2021-12-03,22:59:59,4,,,,,,,0,200044286,15
2021-12-03,23:14:59,4,,,,,,,0,200044286,15
2021-12-03,23:29:59,4,,,,,,,0,200044286,15
2021-12-03,23:44:59,4,,,,,,,0,200044286,15
2021-12-03,23:59:59,4,,,,,,,0,200044286,15
2021-12-04,00:14:59,5,,,,,,,0,200044286,15
2021-12-04,00:29:59,5,,,,,,,0,200044286,15
2021-12-04,00:44:59,5,,,,,,,0,200044286,15
2021-12-04,00:59:59,5,,,,,,,0,200044286,15
2021-12-04,01:14:59,5,,,,,,,0,200044286,15
2021-12-04,01:29:59,5,,,,,,,0,200044286,15
2021-12-04,01:44:59,5,,,,,,,0,200044286,15
2021-12-04,01:59:59,5,,,,,,,0,200044286,15
2021-12-04,02:14:59,5,,,,,,,0,200044286,15
2021-12-04,02:29:59,5,,,,,,,0,200044286,15
2021-12-04,02:44:59,5,,,,,,,0,200044286,15
2021-12-04,02:59:59,5,,,,,,,0,200044286,15
2021-12-04,03:14:59,5,,,,,,,0,200044286,15
2021-12-04,03:29:59,5,,,,,,,0,200044286,15
2021-12-04,03:44:59,5,,,,,,,0,200044286,15
2021-12-04,03:59:59,5,,,,,,,0,200044286,15
2021-12-04,04:14:59,5,,,,,,,0,200044286,15
2021-12-04,04:29:59,5,,,,,,,0,200044286,15
2021-12-04,04:44:59,5,,,,,,,0,200044286,15
2021-12-04,04:59:59,5,,,,,,,0,200044286,15
2021-12-04,05:14:59,5,,,,,,,0,200044286,15
2021-12-04,05:29:59,5,,,,,,,0,200044286,15
2021-12-04,05:44:59,5,,,,,,,0,200044286,15
2021-12-04,05:59:59,5,,,,,,,0,200044286,15
2021-12-04,06:14:59,5,,,,,,,0,200044286,15
2021-12-04,06:29:59,5,,,,,,,0,200044286,15
2021-12-04,06:44:59,5,,,,,,,0,200044286,15
2021-12-04,06:59:59,5,,,,,,,0,200044286,15
2021-12-04,07:14:59,5,,,,,,,0,200044286,15
2021-12-04,07:29:59,5,,,,,,,0,200044286,15
2021-12-04,07:44:59,5,,,,,,,0,200044286,15
2021-12-04,07:59:59,5,,,,,,,0,200044286,15
2021-12-04,08:14:59,5,,,,,,,0,200044286,15
2021-12-04,08:29:59,5,,,,,,,0,200044286,15
2021-12-04,08:44:59,5,,,,,,,0,200044286,15
2021-12-04,08:59:59,5,,,,,,,0,200044286,15
2021-12-04,09:14:59,5,,,,,,,0,200044286,15
2021-12-04,09:29:59,5,,,,,,,0,200044286,15
2021-12-04,09:44:59,5,,,,,,,0,200044286,15
2021-12-04,09:59:59,5,,,,,,,0,200044286,15
2021-12-04,10:14:59,5,,,,,,,0,200044286,15
2021-12-04,10:29:59,5,,,,,,,0,200044286,15
2021-12-04,10:44:59,5,,,,,,,0,200044286,15
2021-12-04,10:59:59,5,,,,,,,0,200044286,15
2021-12-04,11:14:59,5,,,,,,,0,200044286,15
2021-12-04,11:29:59,5,,,,,,,0,200044286,15
2021-12-04,11:44:59,5,,,,,,,0,200044286,15
2021-12-04,11:59:59,5,,,,,,,0,200044286,15
2021-12-04,12:14:59,5,,,,,,,0,200044286,15
2021-12-04,12:29:59,5,,,,,,,0,200044286,15
2021-12-04,12:44:59,5,,,,,,,0,200044286,15
2021-12-04,12:59:59,5,,,,,,,0,200044286,15
2021-12-04,13:14:59,5,,,,,,,0,200044286,15
2021-12-04,13:29:59,5,,,,,,,0,200044286,15
2021-12-04,13:44:59,5,,,,,,,0,200044286,15
2021-12-04,13:59:59,5,,,,,,,0,200044286,15
2021-12-04,14:14:59,5,,,,,,,0,200044286,15
2021-12-04,14:29:59,5,,,,,,,0,200044286,15
2021-12-04,14:44:59,5,,,,,,,0,200044286,15
2021-12-04,14:59:59,5,,,,,,,0,200044286,15
2021-12-04,15:14:59,5,,,,,,,0,200044286,15
2021-12-04,15:29:59,5,,,,,,,0,200044286,15
2021-12-04,15:44:59,5,,,,,,,0,200044286,15
2021-12-04,15:59:59,5,,,,,,,0,200044286,15
2021-12-04,16:14:59,5,,,,,,,0,200044286,15
2021-12-04,16:29:59,5,,,,,,,0,200044286,15
2021-12-04,16:44:59,5,,,,,,,0,200044286,15
2021-12-04,16:59:59,5,,,,,,,0,200044286,15
2021-12-04,17:14:59,5,,,,,,,0,200044286,15
2021-12-04,17:29:59,5,,,,,,,0,200044286,15
2021-12-04,17:44:59,5,,,,,,,0,200044286,15
2021-12-04,17:59:59,5,,,,,,,0,200044286,15
2021-12-04,18:14:59,5,,,,,,,0,200044286,15
2021-12-04,18:29:59,5,,,,,,,0,200044286,15
2021-12-04,18:44:59,5,,,,,,,0,200044286,15
2021-12-04,18:59:59,5,,,,,,,0,200044286,15
2021-12-04,19:14:59,5,,,,,,,0,200044286,15
2021-12-04,19:29:59,5,,,,,,,0,200044286,15
2021-12-04,19:44:59,5,,,,,,,0,200044286,15
2021-12-04,19:59:59,5,,,,,,,0,200044286,15
2021-12-04,20:14:59,5,,,,,,,0,200044286,15
2021-12-04,20:29:59,5,,,,,,,0,200044286,15
2021-12-04,20:44:59,5,,,,,,,0,200044286,15
2021-12-04,20:59:59,5,,,,,,,0,200044286,15
2021-12-04,21:14:59,5,,,,,,,0,200044286,15
2021-12-04,21:29:59,5,,,,,,,0,200044286,15
2021-12-04,21:44:59,5,,,,,,,0,200044286,15
2021-12-04,21:59:59,5,,,,,,,0,200044286,15
2021-12-04,22:14:59,5,,,,,,,0,200044286,15
2021-12-04,22:29:59,5,,,,,,,0,200044286,15
2021-12-04,22:44:59,5,,,,,,,0,200044286,15
2021-12-04,22:59:59,5,,,,,,,0,200044286,15
2021-12-04,23:14:59,5,,,,,,,0,200044286,15
2021-12-04,23:29:59,5,,,,,,,0,200044286,15
2021-12-04,23:44:59,5,,,,,,,0,200044286,15
2021-12-04,23:59:59,5,,,,,,,0,200044286,15
2021-12-05,00:14:59,6,,,,,,,0,200044286,15
2021-12-05,00:29:59,6,,,,,,,0,200044286,15
2021-12-05,00:44:59,6,,,,,,,0,200044286,15
2021-12-05,00:59:59,6,,,,,,,0,200044286,15
2021-12-05,01:14:59,6,,,,,,,0,200044286,15
2021-12-05,01:29:59,6,,,,,,,0,200044286,15
2021-12-05,01:44:59,6,,,,,,,0,200044286,15
2021-12-05,01:59:59,6,,,,,,,0,200044286,15
2021-12-05,02:14:59,6,,,,,,,0,200044286,15
2021-12-05,02:29:59,6,,,,,,,0,200044286,15
2021-12-05,02:44:59,6,,,,,,,0,200044286,15
2021-12-05,02:59:59,6,,,,,,,0,200044286,15
2021-12-05,03:14:59,6,,,,,,,0,200044286,15
2021-12-05,03:29:59,6,,,,,,,0,200044286,15
2021-12-05,03:44:59,6,,,,,,,0,200044286,15
2021-12-05,03:59:59,6,,,,,,,0,200044286,15
2021-12-05,04:14:59,6,,,,,,,0,200044286,15
2021-12-05,04:29:59,6,,,,,,,0,200044286,15
2021-12-05,04:44:59,6,,,,,,,0,200044286,15
2021-12-05,04:59:59,6,,,,,,,0,200044286,15
2021-12-05,05:14:59,6,,,,,,,0,200044286,15
2021-12-05,05:29:59,6,,,,,,,0,200044286,15
2021-12-05,05:44:59,6,,,,,,,0,200044286,15
2021-12-05,05:59:59,6,,,,,,,0,200044286,15
2021-12-05,06:14:59,6,,,,,,,0,200044286,15
2021-12-05,06:29:59,6,,,,,,,0,200044286,15
2021-12-05,06:44:59,6,,,,,,,0,200044286,15
2021-12-05,06:59:59,6,,,,,,,0,200044286,15
2021-12-05,07:14:59,6,,,,,,,0,200044286,15
2021-12-05,07:29:59,6,,,,,,,0,200044286,15
2021-12-05,07:44:59,6,,,,,,,0,200044286,15
2021-12-05,07:59:59,6,,,,,,,0,200044286,15
2021-12-05,08:14:59,6,,,,,,,0,200044286,15
2021-12-05,08:29:59,6,,,,,,,0,200044286,15
2021-12-05,08:44:59,6,,,,,,,0,200044286,15
2021-12-05,08:59:59,6,,,,,,,0,200044286,15
2021-12-05,09:14:59,6,,,,,,,0,200044286,15
2021-12-05,09:29:59,6,,,,,,,0,200044286,15
2021-12-05,09:44:59,6,,,,,,,0,200044286,15
2021-12-05,09:59:59,6,,,,,,,0,200044286,15
2021-12-05,10:14:59,6,,,,,,,0,200044286,15
2021-12-05,10:29:59,6,,,,,,,0,200044286,15
2021-12-05,10:44:59,6,,,,,,,0,200044286,15
2021-12-05,10:59:59,6,,,,,,,0,200044286,15
2021-12-05,11:14:59,6,,,,,,,0,200044286,15
2021-12-05,11:29:59,6,,,,,,,0,200044286,15
2021-12-05,11:44:59,6,,,,,,,0,200044286,15
2021-12-05,11:59:59,6,,,,,,,0,200044286,15
2021-12-05,12:14:59,6,,,,,,,0,200044286,15
2021-12-05,12:29:59,6,,,,,,,0,200044286,15
2021-12-05,12:44:59,6,,,,,,,0,200044286,15
2021-12-05,12:59:59,6,,,,,,,0,200044286,15
2021-12-05,13:14:59,6,,,,,,,0,200044286,15
2021-12-05,13:29:59,6,,,,,,,0,200044286,15
2021-12-05,13:44:59,6,,,,,,,0,200044286,15
2021-12-05,13:59:59,6,,,,,,,0,200044286,15
2021-12-05,14:14:59,6,,,,,,,0,200044286,15
2021-12-05,14:29:59,6,,,,,,,0,200044286,15
2021-12-05,14:44:59,6,,,,,,,0,200044286,15
2021-12-05,14:59:59,6,,,,,,,0,200044286,15
2021-12-05,15:14:59,6,,,,,,,0,200044286,15
2021-12-05,15:29:59,6,,,,,,,0,200044286,15
2021-12-05,15:44:59,6,,,,,,,0,200044286,15
2021-12-05,15:59:59,6,,,,,,,0,200044286,15
2021-12-05,16:14:59,6,,,,,,,0,200044286,15
2021-12-05,16:29:59,6,,,,,,,0,200044286,15
2021-12-05,16:44:59,6,,,,,,,0,200044286,15
2021-12-05,16:59:59,6,,,,,,,0,200044286,15
2021-12-05,17:14:59,6,,,,,,,0,200044286,15
2021-12-05,17:29:59,6,,,,,,,0,200044286,15
2021-12-05,17:44:59,6,,,,,,,0,200044286,15
2021-12-05,17:59:59,6,,,,,,,0,200044286,15
2021-12-05,18:14:59,6,,,,,,,0,200044286,15
2021-12-05,18:29:59,6,,,,,,,0,200044286,15
2021-12-05,18:44:59,6,,,,,,,0,200044286,15
2021-12-05,18:59:59,6,,,,,,,0,200044286,15
2021-12-05,19:14:59,6,,,,,,,0,200044286,15
2021-12-05,19:29:59,6,,,,,,,0,200044286,15
2021-12-05,19:44:59,6,,,,,,,0,200044286,15
2021-12-05,19:59:59,6,,,,,,,0,200044286,15
2021-12-05,20:14:59,6,,,,,,,0,200044286,15
2021-12-05,20:29:59,6,,,,,,,0,200044286,15
2021-12-05,20:44:59,6,,,,,,,0,200044286,15
